model_id,field_offset,field_width,field_class,rows_tested,repeat_stability,whisper_group_signal,message_length_signal,local_control_signal,negative_control_stability,score,confidence,reason
fm03223,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03223,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03223,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03612,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03616,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.501,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03217,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03221,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03220,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03224,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.5,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03609,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.498,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
