transform_model_id,body_model_id,oracle_id,channel,transforms_tested,exact_message_hits,best_transform,derived_on_training_occurrence,raw_outputs_local_only,confidence,reason
tm00328,bm0020,o005,whisper,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00329,bm0020,o006,whisper,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00330,bm0020,o007,whisper,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00331,bm0020,o008,whisper,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00332,bm0020,o009,group,2457,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00333,bm0020,o010,group,2457,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00334,bm0020,o011,group,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00335,bm0020,o012,group,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00336,bm0020,o013,group,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00337,bm0020,o014,group,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00338,bm0020,o015,group,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00339,bm0020,o016,group,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00340,bm0020,o017,local,2457,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
