model_id,oracle_id,channel,window_model,candidate_frames,packet_count,total_bytes,boundary_confidence,reason
fm03154,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03155,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03158,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03159,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03594,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03595,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03598,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03599,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03442,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03443,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03446,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03447,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03153,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
