source_file,location,hit_type,term,short_context,classification
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,13,string_reference,decode,"| `euroaion_c2s_decoder.py` | Core decoder library – PCAP parsing, stream cipher, key rolling |",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,14,string_reference,decode,| `run_decode_kxseq.py` | CLI runner – pretty-prints all decoded frames and KXSEQ match summary |,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,23,string_reference,decode,C:\AionTools\aion_decoder_agent\inbox\captures\startup_world_open_kxseq.pcapng,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,33,string_reference,C2S,cd C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,33,string_reference,decode,cd C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,35,string_reference,decode,REM Print per-frame decode summary,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,36,string_reference,decode,python run_decode_kxseq.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,52,string_reference,decode,The 2-byte length header is masked; the body is decoded with a rolling stream cipher.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,58,packet_setup_candidate,STATIC_KEY,out[i]  = in[i] ^ STATIC_KEY[i & 63] ^ key[i & 7] ^ in[i-1]   (i ≥ 1),possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,61,packet_setup_candidate,STATIC_KEY,`STATIC_KEY` = `nKO/WctQ0AVLbpzfBkS6NevDYT8ourG5CRlmdjyJ72aswx4EPq1UgZhFMXH?3iI9`,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,61,string_reference,nKO/WctQ0AVLbpzfBkS6NevDYT8ourG5CRlmdjyJ72aswx4EPq1UgZhFMXH?3iI9,`STATIC_KEY` = `nKO/WctQ0AVLbpzfBkS6NevDYT8ourG5CRlmdjyJ72aswx4EPq1UgZhFMXH?3iI9`,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,66,string_reference,decode,opcode = (decoded_byte0 ^ 0xEE) − 0xAE   (mod 256),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,67,string_reference,decode,complement check: decoded_byte2 == ~decoded_byte0 & 0xFF,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,70,string_reference,C2S,### C2S key rolling (two verified modes),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,72,context_layout_candidate,packet,"**Linear roll** (simple packets, e.g. CM_PING after decode):",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,72,string_reference,decode,"**Linear roll** (simple packets, e.g. CM_PING after decode):",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,78,context_layout_candidate,packet,**VM roll** (most packets):,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,92,context_layout_candidate,packet,"The decoder infers `VA`, `A`, `B`, `shift` automatically from the constraint that the next packet's key must decode to a valid opcode (< 0x80).",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,92,string_reference,decode,"The decoder infers `VA`, `A`, `B`, `shift` automatically from the constraint that the next packet's key must decode to a valid opcode (< 0x80).",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,96,string_reference,C2S,Frame 4121 is the first world C2S packet after the handshake.  The initial key is recovered from prior session analysis and is embedded as `ANCHOR_KEY_HEX`.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,96,seed_derivation_candidate,handshake,Frame 4121 is the first world C2S packet after the handshake.  The initial key is recovered from prior session analysis and is embedded as `ANCHOR_KEY_HEX`.,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,96,context_layout_candidate,packet,Frame 4121 is the first world C2S packet after the handshake.  The initial key is recovered from prior session analysis and is embedded as `ANCHOR_KEY_HEX`.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,123,string_reference,C2S,C:\AionTools\aion_decoder_agent\outbox\pass616_sonnet_c2s_decoder_local\,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,123,string_reference,decode,C:\AionTools\aion_decoder_agent\outbox\pass616_sonnet_c2s_decoder_local\,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,124,string_reference,decode,full_decoder_run.log,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,125,string_reference,decode,decoded_messages_local.csv,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,129,string_reference,decode,These files contain decoded message text and key-roll trace and are **not** committed to git.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,135,direction_split_candidate,S2C,"- S2C stream decoding (independent key schedule, not yet solved)",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,136,seed_derivation_candidate,handshake,- Generalise anchor key derivation from the handshake,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,2,string_reference,decode,run_decode_kxseq.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,4,string_reference,C2S,Run the EuroAion C2S decoder against the KXSEQ capture and print a clean,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,4,string_reference,decode,Run the EuroAion C2S decoder against the KXSEQ capture and print a clean,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,8,string_reference,decode,python run_decode_kxseq.py [path/to/capture.pcapng],search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,11,string_reference,decode,C:\\AionTools\\aion_decoder_agent\\inbox\\captures\\startup_world_open_kxseq.pcapng,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,23,string_reference,C2S,from euroaion_c2s_decoder import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,23,string_reference,decode,from euroaion_c2s_decoder import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,27,string_reference,C2S,"decode_c2s_stream,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,27,string_reference,decode,"decode_c2s_stream,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,31,string_reference,decode,"r""C:\AionTools\aion_decoder_agent\inbox\captures\startup_world_open_kxseq.pcapng""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,73,string_reference,C2S,"print(f""EuroAion C2S KXSEQ Decoder"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,73,string_reference,decode,"print(f""EuroAion C2S KXSEQ Decoder"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,78,string_reference,C2S,"packets, divergence = decode_c2s_stream(pcap, verbose=False)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,78,context_layout_candidate,packet,"packets, divergence = decode_c2s_stream(pcap, verbose=False)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,78,string_reference,decode,"packets, divergence = decode_c2s_stream(pcap, verbose=False)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,80,context_layout_candidate,packet,if not packets:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,81,context_layout_candidate,packet,"print(""ERROR: No packets decoded."")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,81,string_reference,decode,"print(""ERROR: No packets decoded."")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\run_decode_kxseq.py,90,context_layout_candidate,packet,for dp in packets:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,4,string_reference,decode,Oracle validator: decodes the KXSEQ capture and asserts exact plaintext,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,8,string_reference,C2S,C:\\AionTools\\aion_decoder_agent\\outbox\\pass616_sonnet_c2s_decoder_local\\,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,8,string_reference,decode,C:\\AionTools\\aion_decoder_agent\\outbox\\pass616_sonnet_c2s_decoder_local\\,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,9,string_reference,decode,full_decoder_run.log,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,10,string_reference,decode,decoded_messages_local.csv    (local only - NOT committed to git),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,27,string_reference,C2S,from euroaion_c2s_decoder import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,27,string_reference,decode,from euroaion_c2s_decoder import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,31,string_reference,C2S,"decode_c2s_stream,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,31,string_reference,decode,"decode_c2s_stream,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,32,string_reference,decode,"decode_opcode,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,36,string_reference,decode,"r""C:\AionTools\aion_decoder_agent\inbox\captures\startup_world_open_kxseq.pcapng""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,40,string_reference,C2S,"r""C:\AionTools\aion_decoder_agent\outbox\pass616_sonnet_c2s_decoder_local""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,40,string_reference,decode,"r""C:\AionTools\aion_decoder_agent\outbox\pass616_sonnet_c2s_decoder_local""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,66,string_reference,decode,"log_path     = OUTBOX / ""full_decoder_run.log""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,67,string_reference,decode,"msgs_path    = OUTBOX / ""decoded_messages_local.csv""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,74,string_reference,C2S,"packets, divergence = decode_c2s_stream(pcap, verbose=True)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,74,context_layout_candidate,packet,"packets, divergence = decode_c2s_stream(pcap, verbose=True)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,74,string_reference,decode,"packets, divergence = decode_c2s_stream(pcap, verbose=True)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,78,context_layout_candidate,packet,chat_frames = {dp.frame: dp for dp in packets if dp.chat_text is not None},possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,105,string_reference,decode,"# decoded_messages_local.csv – high-level, safe text only",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,109,context_layout_candidate,packet,for dp in packets:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,121,context_layout_candidate,packet,for dp in packets:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,128,string_reference,decode,# full_decoder_run.log,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,132,context_layout_candidate,packet,"f.write(f""packets decoded: {len(packets)}\n"")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\validate_kxseq_oracle.py,132,string_reference,decode,"f.write(f""packets decoded: {len(packets)}\n"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,2,string_reference,C2S,euroaion_c2s_chat_extractor.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,4,string_reference,C2S,Higher-level C2S chat extraction for EuroAion (Aion 4.x) world captures.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,6,string_reference,decode,Builds on the pass616 decoder library to:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,7,string_reference,C2S,- Decode all C2S packets in a 7785 TCP flow.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,7,context_layout_candidate,packet,- Decode all C2S packets in a 7785 TCP flow.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,7,string_reference,decode,- Decode all C2S packets in a 7785 TCP flow.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,7,context_layout_candidate,7785,- Decode all C2S packets in a 7785 TCP flow.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,8,context_layout_candidate,packet,- Identify CM_CHAT packets (decoded opcode 0x53).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,8,string_reference,decode,- Identify CM_CHAT packets (decoded opcode 0x53).,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,10,context_layout_candidate,packet,- Return a structured per-packet timeline.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,25,string_reference,C2S,"_PASS616 = Path(__file__).parent.parent / ""pass616_sonnet_c2s_decoder""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,25,string_reference,decode,"_PASS616 = Path(__file__).parent.parent / ""pass616_sonnet_c2s_decoder""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,28,string_reference,C2S,from euroaion_c2s_decoder import (  # noqa: E402,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,28,string_reference,decode,from euroaion_c2s_decoder import (  # noqa: E402,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,34,packet_setup_candidate,STATIC_KEY,"STATIC_KEY,",possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,38,context_layout_candidate,packet,"DecodedPacket,",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,38,string_reference,decode,"DecodedPacket,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,44,string_reference,decode,"decode_body,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,45,string_reference,decode,"decode_opcode,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,88,string_reference,decode,def extract_chat_text(decoded: bytes) -> str | None:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,90,string_reference,decode,Extract UTF-16LE chat text from a decoded CM_CHAT body.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,91,context_layout_candidate,packet,Returns None if not a chat packet or text extraction fails.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,94,string_reference,decode,if len(decoded) < 4:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,96,string_reference,decode,op = decode_opcode(decoded[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,99,string_reference,decode,raw = decoded[3:],search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,102,string_reference,decode,"text = raw.decode(""utf-16le"", errors=""replace"").rstrip(""\x00"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,110,string_reference,C2S,"""""""A single decoded C2S packet entry.""""""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,110,context_layout_candidate,packet,"""""""A single decoded C2S packet entry.""""""",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,110,string_reference,decode,"""""""A single decoded C2S packet entry.""""""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,141,string_reference,C2S,def c2s_packets_processed(self) -> int:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,141,context_layout_candidate,packet,def c2s_packets_processed(self) -> int:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,145,context_layout_candidate,packet,def cm_chat_packets_seen(self) -> int:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,159,string_reference,decode,"prev_decoded:  bytes | None,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,165,string_reference,decode,if prev_decoded:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,166,string_reference,decode,for i in range(len(prev_decoded) - 3):,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,167,string_reference,decode,"payload_vas.append(struct.unpack_from(""<I"", prev_decoded, i)[0])",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,168,string_reference,decode,"payload_vas.append(struct.unpack_from("">I"", prev_decoded, i)[0])",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,175,packet_setup_candidate,STATIC_KEY,k1   = next_body[1] ^ STATIC_KEY[1] ^ 0x86 ^ next_body[0],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,176,packet_setup_candidate,STATIC_KEY,k2   = next_body[2] ^ STATIC_KEY[2] ^ dec2 ^ next_body[1],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,205,string_reference,decode,"dec = decode_body(next_body, bytearray(cand))",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,206,string_reference,decode,op  = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,215,string_reference,C2S,def extract_c2s_chat(,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,222,string_reference,C2S,"Parse pcap_path, decode all world C2S packets from anchor_frame onward,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,222,context_layout_candidate,packet,"Parse pcap_path, decode all world C2S packets from anchor_frame onward,",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,222,string_reference,decode,"Parse pcap_path, decode all world C2S packets from anchor_frame onward,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,223,context_layout_candidate,packet,and return an ExtractionResult with per-packet chat entries.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,241,context_layout_candidate,packet,"""packet_no"": pkt_no,",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,247,context_layout_candidate,packet,"anchor = next((r for r in all_rows if r[""packet_no""] == anchor_frame), None)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,252,string_reference,C2S,c2s_pkts = sorted(,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,255,string_reference,C2S,"and r[""direction""] == ""C2S""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,256,context_layout_candidate,packet,"and r[""packet_no""] >= anchor_frame",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,258,context_layout_candidate,packet,"key=lambda r: r[""packet_no""],",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,261,string_reference,C2S,if not c2s_pkts:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,265,string_reference,C2S,# We store frame offsets relative to first C2S packet.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,265,context_layout_candidate,packet,# We store frame offsets relative to first C2S packet.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,266,string_reference,C2S,"t0 = float(c2s_pkts[0][""packet_no""])",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,266,context_layout_candidate,packet,"t0 = float(c2s_pkts[0][""packet_no""])",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,269,string_reference,decode,"# path tracking: (key, prev_decoded, accumulated_entries)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,274,string_reference,C2S,"for step, pkt in enumerate(c2s_pkts):",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,275,context_layout_candidate,packet,"frame = pkt[""packet_no""]",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,283,context_layout_candidate,packet,# Anchor packet,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,285,string_reference,decode,"dec = decode_body(body, key)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,286,string_reference,decode,op  = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,301,string_reference,C2S,"prev_body_len = len(c2s_pkts[step - 1][""payload""]) - 2",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,307,string_reference,decode,"dec = decode_body(body, cand_key)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\euroaion_c2s_chat_extractor.py,308,string_reference,decode,op  = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,1,string_reference,C2S,# pass617 – EuroAion C2S Chat Extractor,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,3,string_reference,C2S,"Offline, static-analysis-only C2S chat extractor for EuroAion (Aion 4.x) world captures.",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,5,string_reference,decode,"Builds on the pass616 decoder library.  No live process, no injection.",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,13,string_reference,C2S,"| `euroaion_c2s_chat_extractor.py` | Core library – decodes all C2S packets, extracts CM_CHAT text |",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,13,context_layout_candidate,packet,"| `euroaion_c2s_chat_extractor.py` | Core library – decodes all C2S packets, extracts CM_CHAT text |",possible packet context reference
